bin	Depth zymo_fecal	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scores_archaea_odb12_busco	Scores_bacteria_odb12_busco	Scores_eukaryota_odb12_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Internal stop codon percent_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
FLYE-MetaBAT2-zymo_fecal.210.fa	53.7919	FLYE-MetaBAT2-zymo_fecal.210.fa	eukaryota_odb12	31.0	31.0	0.0	2.6	66.4	116.0	11	C:7.2%[S:7.2%,D:0.0%],F:1.5%,M:91.3%,n:195	C:31.0%[S:31.0%,D:0.0%],F:2.6%,M:66.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	115623.0	115623	0.000%	11.0		FLYE-MetaBAT2-zymo_fecal.210.fa	33.54	0.15	Neural Network (Specific Model)	11	0.886	1059578	951	FLYE-MetaBAT2-zymo_fecal.210	FLYE-MetaBAT2-zymo_fecal.210.fa	11	11	11	11	11	9	1059578	1059578	1059578	1059578	1059578	976157	11	241008	1059578	49.26	115623	65283	3	6	0.0	3 + 0 part	FLYE-MetaBAT2-zymo_fecal.210.fa																			
FLYE-MetaBAT2-zymo_fecal.211.fa	18.0315	FLYE-MetaBAT2-zymo_fecal.211.fa	blautia_odb12	85.2	83.6	1.6	0.8	14.0	1047.0	11	C:20.5%[S:19.5%,D:1.0%],F:4.1%,M:75.4%,n:195	C:84.5%[S:81.0%,D:3.4%],F:5.2%,M:10.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.7%,n:129,E:100.0%	173021.0	173021	0.000%	33.0		FLYE-MetaBAT2-zymo_fecal.211.fa	85.64	1.83	Neural Network (Specific Model)	11	0.857	3436463	3019	FLYE-MetaBAT2-zymo_fecal.211	FLYE-MetaBAT2-zymo_fecal.211.fa	33	33	33	31	29	24	3436463	3436463	3436463	3421841	3394614	3221147	33	285264	3436463	43.55	173021	86298	8	15	0.0	15 + 0 part	FLYE-MetaBAT2-zymo_fecal.211.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98.06	0.766							ani_screen	classification based on ANI only	GCF_052122375.1, s__Blautia_A sp029101305, 95.0, 84.32, 0.156; GCF_052116245.1, s__Blautia_A sp052116245, 95.0, 87.11, 0.285; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 85.01, 0.163; GCA_934371575.1, s__Blautia_A sp934371575, 95.0, 87.78, 0.24; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 85.77, 0.17; GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 88.8, 0.329				
FLYE-MetaBAT2-zymo_fecal.212.fa	4.23128	FLYE-MetaBAT2-zymo_fecal.212.fa	eukaryota_odb12	29.3	23.3	6.0	8.6	62.1	116.0	11	C:5.1%[S:4.1%,D:1.0%],F:1.5%,M:93.3%,n:195	C:29.3%[S:23.3%,D:6.0%],F:8.6%,M:62.1%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	37502.0	37502	0.000%	71.0		FLYE-MetaBAT2-zymo_fecal.212.fa	42.97	10.51	Gradient Boost (General Model)	11	0.868	1997724	2255	FLYE-MetaBAT2-zymo_fecal.212	FLYE-MetaBAT2-zymo_fecal.212.fa	71	71	66	56	30	9	1997724	1997724	1977186	1906630	1479786	759271	71	122910	1997724	28.68	37502	23655	15	31	0.0	2 + 1 part	FLYE-MetaBAT2-zymo_fecal.212.fa																			
FLYE-MetaBAT2-zymo_fecal.213.fa	8.25271	FLYE-MetaBAT2-zymo_fecal.213.fa	lachnospiraceae_odb12	45.0	43.9	1.1	0.2	54.7	444.0	11	C:9.7%[S:9.7%,D:0.0%],F:2.1%,M:88.2%,n:195	C:49.1%[S:48.3%,D:0.9%],F:2.6%,M:48.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	325889.0	325889	0.000%	9.0		FLYE-MetaBAT2-zymo_fecal.213.fa	51.45	0.55	Neural Network (Specific Model)	11	0.865	1738389	1619	FLYE-MetaBAT2-zymo_fecal.213	FLYE-MetaBAT2-zymo_fecal.213.fa	9	9	9	9	8	7	1738389	1738389	1738389	1738389	1719315	1673328	9	449467	1738389	48.51	325889	283987	3	4	0.0	6 + 1 part	FLYE-MetaBAT2-zymo_fecal.213.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__											d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		42.61	11.0	0.99998	
FLYE-MetaBAT2-zymo_fecal.214.fa	6.93366	FLYE-MetaBAT2-zymo_fecal.214.fa	eukaryota_odb12	41.4	40.5	0.9	0.9	57.8	116.0	11	C:11.3%[S:10.8%,D:0.5%],F:2.1%,M:86.7%,n:195	C:41.4%[S:40.5%,D:0.9%],F:0.9%,M:57.8%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	516920.0	516920	0.000%	6.0		FLYE-MetaBAT2-zymo_fecal.214.fa	41.7	0.05	Neural Network (Specific Model)	11	0.857	1492996	1266	FLYE-MetaBAT2-zymo_fecal.214	FLYE-MetaBAT2-zymo_fecal.214.fa	6	6	6	6	6	5	1492996	1492996	1492996	1492996	1492996	1453735	6	604415	1492996	48.21	516920	516920	2	2	0.0	9 + 0 part	FLYE-MetaBAT2-zymo_fecal.214.fa																			
FLYE-MetaBAT2-zymo_fecal.215.fa	11.9434	FLYE-MetaBAT2-zymo_fecal.215.fa	varicellovirus_odb10	0.5	0.5	0.0	0.0	99.5	195.0	11	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:195	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	38228.0	38228	0.000%	7.0		FLYE-MetaBAT2-zymo_fecal.215.fa	7.35	0.04	Neural Network (Specific Model)	11	0.804	234327	208	FLYE-MetaBAT2-zymo_fecal.215	FLYE-MetaBAT2-zymo_fecal.215.fa	7	7	7	7	6	0	234327	234327	234327	234327	222470	0	7	44908	234327	53.37	38228	35928	3	5	0.0	6 + 0 part	FLYE-MetaBAT2-zymo_fecal.215.fa																			
FLYE-MetaBAT2-zymo_fecal.216.fa	32.2468	FLYE-MetaBAT2-zymo_fecal.216.fa	varicellovirus_odb10	0.9	0.9	0.0	0.9	98.3	116.0	11	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:0.9%[S:0.9%,D:0.0%],F:0.9%,M:98.3%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	49073.0	49073	0.000%	13.0		FLYE-MetaBAT2-zymo_fecal.216.fa	4.74	0.01	Neural Network (Specific Model)	11	0.843	317703	315	FLYE-MetaBAT2-zymo_fecal.216	FLYE-MetaBAT2-zymo_fecal.216.fa	13	13	13	10	4	2	317703	317703	317703	297767	206228	131415	13	70520	317703	36.38	49073	19425	3	6	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.216.fa																			
FLYE-MetaBAT2-zymo_fecal.217.fa	10.89495	FLYE-MetaBAT2-zymo_fecal.217.fa	varicellovirus_odb10	2.6	2.6	0.0	0.5	96.9	195.0	11	C:2.6%[S:2.6%,D:0.0%],F:0.5%,M:96.9%,n:195	C:0.9%[S:0.9%,D:0.0%],F:0.0%,M:99.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	57312.0	57312	0.000%	6.0		FLYE-MetaBAT2-zymo_fecal.217.fa	5.96	0.0	Neural Network (Specific Model)	11	0.882	241354	253	FLYE-MetaBAT2-zymo_fecal.217	FLYE-MetaBAT2-zymo_fecal.217.fa	6	6	6	6	4	2	241354	241354	241354	241354	196707	124791	6	67479	241354	55.72	57312	33500	2	4	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.217.fa																			
FLYE-MetaBAT2-zymo_fecal.218.fa	3.11753	FLYE-MetaBAT2-zymo_fecal.218.fa	eukaryota_odb12	6.9	6.0	0.9	0.0	93.1	116.0	11	C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:195	C:6.9%[S:6.0%,D:0.9%],F:0.0%,M:93.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	63083.0	63083	0.000%	7.0		FLYE-MetaBAT2-zymo_fecal.218.fa	10.21	0.02	Neural Network (Specific Model)	11	0.825	353482	338	FLYE-MetaBAT2-zymo_fecal.218	FLYE-MetaBAT2-zymo_fecal.218.fa	7	7	7	7	5	3	353482	353482	353482	353482	324808	265228	7	149348	353482	60.9	63083	52797	2	3	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.218.fa																			
FLYE-MetaBAT2-zymo_fecal.219.fa	3.173295	FLYE-MetaBAT2-zymo_fecal.219.fa	eukaryota_odb12	5.2	5.2	0.0	1.7	93.1	116.0	11	C:3.1%[S:3.1%,D:0.0%],F:1.5%,M:95.4%,n:195	C:5.2%[S:5.2%,D:0.0%],F:1.7%,M:93.1%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	46594.0	46594	0.000%	14.0		FLYE-MetaBAT2-zymo_fecal.219.fa	11.52	0.0	Neural Network (Specific Model)	11	0.866	402145	440	FLYE-MetaBAT2-zymo_fecal.219	FLYE-MetaBAT2-zymo_fecal.219.fa	14	14	14	11	7	2	402145	402145	402145	378603	313643	122923	14	72162	402145	47.88	46594	30166	4	7	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.219.fa																			
FLYE-MetaBAT2-zymo_fecal.22.fa	47.3569	FLYE-MetaBAT2-zymo_fecal.22.fa	eukaryota_odb12	16.4	15.5	0.9	1.7	81.9	116.0	11	C:5.6%[S:5.6%,D:0.0%],F:2.1%,M:92.3%,n:195	C:16.4%[S:15.5%,D:0.9%],F:1.7%,M:81.9%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129	93688.0	93688	0.000%	9.0		FLYE-MetaBAT2-zymo_fecal.22.fa	24.52	0.66	Neural Network (Specific Model)	11	0.865	780615	692	FLYE-MetaBAT2-zymo_fecal.22	FLYE-MetaBAT2-zymo_fecal.22.fa	9	9	9	9	9	8	780615	780615	780615	780615	780615	733081	9	150955	780615	47.19	93688	64064	3	6	0.0	6 + 0 part	FLYE-MetaBAT2-zymo_fecal.22.fa																			
FLYE-MetaBAT2-zymo_fecal.220.fa	5.93183	FLYE-MetaBAT2-zymo_fecal.220.fa	eukaryota_odb12	8.6	8.6	0.0	0.9	90.5	116.0	11	C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:97.9%,n:195	C:8.6%[S:8.6%,D:0.0%],F:0.9%,M:90.5%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	38066.0	38066	0.000%	11.0		FLYE-MetaBAT2-zymo_fecal.220.fa	7.73	0.0	Neural Network (Specific Model)	11	0.818	266179	257	FLYE-MetaBAT2-zymo_fecal.220	FLYE-MetaBAT2-zymo_fecal.220.fa	11	11	11	9	3	2	266179	266179	266179	250426	151499	113433	11	62206	266179	37.94	38066	17130	3	6	0.0	2 + 1 part	FLYE-MetaBAT2-zymo_fecal.220.fa																			
FLYE-MetaBAT2-zymo_fecal.221.fa	9.472135	FLYE-MetaBAT2-zymo_fecal.221.fa	eukaryota_odb12	22.4	22.4	0.0	0.0	77.6	116.0	11	C:7.7%[S:7.7%,D:0.0%],F:0.5%,M:91.8%,n:195	C:22.4%[S:22.4%,D:0.0%],F:0.0%,M:77.6%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	452838.0	452838	0.000%	2.0		FLYE-MetaBAT2-zymo_fecal.221.fa	17.52	0.0	Neural Network (Specific Model)	11	0.887	612184	580	FLYE-MetaBAT2-zymo_fecal.221	FLYE-MetaBAT2-zymo_fecal.221.fa	2	2	2	2	2	2	612184	612184	612184	612184	612184	612184	2	452838	612184	49.0	452838	159346	1	2	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.221.fa																			
FLYE-MetaBAT2-zymo_fecal.222.fa	33.61575	FLYE-MetaBAT2-zymo_fecal.222.fa	eukaryota_odb12	10.3	10.3	0.0	0.0	89.7	116.0	11	C:3.6%[S:3.6%,D:0.0%],F:0.0%,M:96.4%,n:195	C:10.3%[S:10.3%,D:0.0%],F:0.0%,M:89.7%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	265545.0	265545	0.000%	2.0		FLYE-MetaBAT2-zymo_fecal.222.fa	14.05	0.02	Neural Network (Specific Model)	11	0.882	462248	479	FLYE-MetaBAT2-zymo_fecal.222	FLYE-MetaBAT2-zymo_fecal.222.fa	2	2	2	2	2	2	462248	462248	462248	462248	462248	462248	2	265545	462248	54.16	265545	196703	1	2	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.222.fa																			
FLYE-MetaBAT2-zymo_fecal.223.fa	10.54485	FLYE-MetaBAT2-zymo_fecal.223.fa	lachnospiraceae_odb12	99.3	93.2	6.1	0.0	0.7	444.0	11	C:21.5%[S:20.0%,D:1.5%],F:2.6%,M:75.9%,n:195	C:98.3%[S:94.0%,D:4.3%],F:1.7%,M:0.0%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	265262.0	265262	0.000%	20.0		FLYE-MetaBAT2-zymo_fecal.223.fa	99.62	6.01	Neural Network (Specific Model)	11	0.872	2984321	2794	FLYE-MetaBAT2-zymo_fecal.223	FLYE-MetaBAT2-zymo_fecal.223.fa	20	20	20	18	15	13	2984321	2984321	2984321	2967034	2919482	2828932	20	449663	2984321	41.03	265262	205443	4	7	0.0	14 + 0 part	FLYE-MetaBAT2-zymo_fecal.223.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	GCA_001312505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	97.29	0.758							ani_screen	classification based on ANI only	GCA_934309345.1, s__Mediterraneibacter sp934309345, 95.0, 93.99, 0.648				
FLYE-MetaBAT2-zymo_fecal.224.fa	32.63545	FLYE-MetaBAT2-zymo_fecal.224.fa	eukaryota_odb12	66.4	65.5	0.9	4.3	29.3	116.0	11	C:13.8%[S:13.8%,D:0.0%],F:3.1%,M:83.1%,n:195	C:66.4%[S:65.5%,D:0.9%],F:4.3%,M:29.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.7%,n:129,E:100.0%	203749.0	203749	0.000%	6.0		FLYE-MetaBAT2-zymo_fecal.224.fa	51.99	0.01	Neural Network (Specific Model)	11	0.892	1240135	1112	FLYE-MetaBAT2-zymo_fecal.224	FLYE-MetaBAT2-zymo_fecal.224.fa	6	6	6	6	6	6	1240135	1240135	1240135	1240135	1240135	1240135	6	418057	1240135	38.97	203749	173550	2	4	0.0	9 + 0 part	FLYE-MetaBAT2-zymo_fecal.224.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	GCF_020687385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	98.52	0.894							ani_screen	classification based on ANI only					
FLYE-MetaBAT2-zymo_fecal.225.fa	18.7657	FLYE-MetaBAT2-zymo_fecal.225.fa	eukaryota_odb12	3.4	1.7	1.7	2.6	94.0	116.0	11	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:195	C:3.4%[S:1.7%,D:1.7%],F:2.6%,M:94.0%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	41702.0	41702	0.000%	66.0		FLYE-MetaBAT2-zymo_fecal.225.fa	32.8	8.17	Neural Network (Specific Model)	11	0.858	2015752	2183	FLYE-MetaBAT2-zymo_fecal.225	FLYE-MetaBAT2-zymo_fecal.225.fa	66	66	66	59	33	8	2015752	2015752	2015752	1969529	1559614	637411	66	159687	2015752	39.56	41702	26137	16	32	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.225.fa																			
FLYE-MetaBAT2-zymo_fecal.226.fa	89.7691	FLYE-MetaBAT2-zymo_fecal.226.fa	eukaryota_odb12	22.4	22.4	0.0	0.9	76.7	116.0	11	C:9.2%[S:9.2%,D:0.0%],F:1.5%,M:89.2%,n:195	C:22.4%[S:22.4%,D:0.0%],F:0.9%,M:76.7%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	88654.0	88654	0.000%	11.0		FLYE-MetaBAT2-zymo_fecal.226.fa	25.06	0.06	Neural Network (Specific Model)	11	0.845	848658	756	FLYE-MetaBAT2-zymo_fecal.226	FLYE-MetaBAT2-zymo_fecal.226.fa	11	11	11	11	11	9	848658	848658	848658	848658	848658	770957	11	142146	848658	42.16	88654	71676	4	7	0.0	4 + 2 part	FLYE-MetaBAT2-zymo_fecal.226.fa																			
FLYE-MetaBAT2-zymo_fecal.227.fa	4.44509	FLYE-MetaBAT2-zymo_fecal.227.fa	varicellovirus_odb10	1.7	1.7	0.0	0.9	97.4	116.0	11	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:1.7%[S:1.7%,D:0.0%],F:0.9%,M:97.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	39285.0	39285	0.000%	8.0		FLYE-MetaBAT2-zymo_fecal.227.fa	8.64	0.06	Neural Network (Specific Model)	11	0.852	257151	253	FLYE-MetaBAT2-zymo_fecal.227	FLYE-MetaBAT2-zymo_fecal.227.fa	8	8	8	7	4	1	257151	257151	257151	247723	189657	74288	8	74288	257151	45.37	39285	21556	3	5	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.227.fa																			
FLYE-MetaBAT2-zymo_fecal.228.fa	4.911515	FLYE-MetaBAT2-zymo_fecal.228.fa	eukaryota_odb12	10.3	10.3	0.0	1.7	87.9	116.0	11	C:2.6%[S:2.6%,D:0.0%],F:1.5%,M:95.9%,n:195	C:10.3%[S:10.3%,D:0.0%],F:1.7%,M:87.9%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	57509.0	57509	0.000%	10.0		FLYE-MetaBAT2-zymo_fecal.228.fa	13.44	0.08	Neural Network (Specific Model)	11	0.819	385819	338	FLYE-MetaBAT2-zymo_fecal.228	FLYE-MetaBAT2-zymo_fecal.228.fa	10	10	10	9	7	3	385819	385819	385819	376527	344666	221525	10	88239	385819	58.73	57509	30284	3	6	0.0	3 + 0 part	FLYE-MetaBAT2-zymo_fecal.228.fa																			
FLYE-MetaBAT2-zymo_fecal.229.fa	2.70786	FLYE-MetaBAT2-zymo_fecal.229.fa	eukaryota_odb12	3.4	3.4	0.0	0.9	95.7	116.0	11	C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:195	C:3.4%[S:3.4%,D:0.0%],F:0.9%,M:95.7%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	29233.0	29233	0.000%	9.0		FLYE-MetaBAT2-zymo_fecal.229.fa	7.95	0.01	Neural Network (Specific Model)	11	0.819	202102	223	FLYE-MetaBAT2-zymo_fecal.229	FLYE-MetaBAT2-zymo_fecal.229.fa	9	9	9	7	4	0	202102	202102	202102	184193	142873	0	9	46440	202102	45.16	29233	18735	3	5	0.0	1 + 0 part	FLYE-MetaBAT2-zymo_fecal.229.fa																			
FLYE-MetaBAT2-zymo_fecal.23.fa	10.22559	FLYE-MetaBAT2-zymo_fecal.23.fa	varicellovirus_odb10	1.7	1.7	0.0	0.0	98.3	116.0	11	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:1.7%[S:1.7%,D:0.0%],F:0.0%,M:98.3%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	58603.0	58603	0.000%	4.0		FLYE-MetaBAT2-zymo_fecal.23.fa	6.61	0.0	Neural Network (Specific Model)	11	0.875	217249	191	FLYE-MetaBAT2-zymo_fecal.23	FLYE-MetaBAT2-zymo_fecal.23.fa	4	4	4	4	4	3	217249	217249	217249	217249	217249	187396	4	72077	217249	41.97	58603	56716	2	3	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.23.fa																			
FLYE-MetaBAT2-zymo_fecal.230.fa	8.80112	FLYE-MetaBAT2-zymo_fecal.230.fa	lachnospiraceae_odb12	36.0	36.0	0.0	0.9	63.1	444.0	11	C:5.1%[S:5.1%,D:0.0%],F:2.6%,M:92.3%,n:195	C:50.0%[S:50.0%,D:0.0%],F:4.3%,M:45.7%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	345003.0	345003	0.000%	9.0		FLYE-MetaBAT2-zymo_fecal.230.fa	41.62	0.03	Neural Network (Specific Model)	11	0.844	1732250	1507	FLYE-MetaBAT2-zymo_fecal.230	FLYE-MetaBAT2-zymo_fecal.230.fa	9	9	8	8	7	6	1732250	1732250	1727615	1727615	1716910	1671308	9	492904	1732250	47.34	345003	253809	3	4	0.0	9 + 0 part	FLYE-MetaBAT2-zymo_fecal.230.fa																			
FLYE-MetaBAT2-zymo_fecal.231.fa	17.9155	FLYE-MetaBAT2-zymo_fecal.231.fa	eukaryota_odb12	95.7	11.2	84.5	0.9	3.4	116.0	11	C:18.5%[S:2.1%,D:16.4%],F:3.1%,M:78.5%,n:195	C:95.7%[S:11.2%,D:84.5%],F:0.9%,M:3.4%,n:116	C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.7%,n:129,E:50.0%	124460.0	124460	0.000%	95.0		FLYE-MetaBAT2-zymo_fecal.231.fa	89.42	77.54	Neural Network (Specific Model)	11	0.853	6319472	5835	FLYE-MetaBAT2-zymo_fecal.231	FLYE-MetaBAT2-zymo_fecal.231.fa	95	95	95	92	67	40	6319472	6319472	6319472	6296857	5863672	4971823	95	387152	6319472	58.18	124460	62178	18	36	0.0	32 + 0 part	FLYE-MetaBAT2-zymo_fecal.231.fa																			
FLYE-MetaBAT2-zymo_fecal.232.fa	4.0004100000000005	FLYE-MetaBAT2-zymo_fecal.232.fa	eukaryota_odb12	49.1	41.4	7.8	6.0	44.8	116.0	11	C:14.9%[S:12.3%,D:2.6%],F:1.5%,M:83.6%,n:195	C:49.1%[S:41.4%,D:7.8%],F:6.0%,M:44.8%,n:116	C:2.3%[S:1.6%,D:0.8%],F:0.0%,M:97.7%,n:129,E:66.7%	59160.0	59160	0.000%	128.0		FLYE-MetaBAT2-zymo_fecal.232.fa	75.46	14.54	Neural Network (Specific Model)	11	0.88	4711761	4304	FLYE-MetaBAT2-zymo_fecal.232	FLYE-MetaBAT2-zymo_fecal.232.fa	128	128	126	114	67	29	4711761	4711761	4703835	4600862	3859980	2544927	128	151574	4711761	42.27	59160	29050	26	56	0.0	12 + 0 part	FLYE-MetaBAT2-zymo_fecal.232.fa																			
FLYE-MetaBAT2-zymo_fecal.233.fa	2.589035	FLYE-MetaBAT2-zymo_fecal.233.fa	eukaryota_odb12	29.3	29.3	0.0	3.4	67.2	116.0	11	C:6.2%[S:5.6%,D:0.5%],F:1.5%,M:92.3%,n:195	C:29.3%[S:29.3%,D:0.0%],F:3.4%,M:67.2%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129	64477.0	64477	0.000%	22.0		FLYE-MetaBAT2-zymo_fecal.233.fa	39.25	3.49	Neural Network (Specific Model)	11	0.837	1192429	1106	FLYE-MetaBAT2-zymo_fecal.233	FLYE-MetaBAT2-zymo_fecal.233.fa	22	22	22	19	17	10	1192429	1192429	1192429	1169697	1134361	863847	22	133273	1192429	64.02	64477	48524	6	11	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.233.fa																			
FLYE-MetaBAT2-zymo_fecal.234.fa	3.2544	FLYE-MetaBAT2-zymo_fecal.234.fa	eukaryota_odb12	8.6	8.6	0.0	8.6	82.8	116.0	11	C:2.6%[S:2.6%,D:0.0%],F:1.5%,M:95.9%,n:195	C:8.6%[S:8.6%,D:0.0%],F:8.6%,M:82.8%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	36831.0	36831	0.000%	33.0		FLYE-MetaBAT2-zymo_fecal.234.fa	25.41	1.29	Neural Network (Specific Model)	11	0.763	870457	1086	FLYE-MetaBAT2-zymo_fecal.234	FLYE-MetaBAT2-zymo_fecal.234.fa	33	33	30	24	15	4	870457	870457	857023	813521	653019	268574	33	101946	870457	27.46	36831	27995	9	15	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.234.fa																			
FLYE-MetaBAT2-zymo_fecal.235.fa	6.35551																		FLYE-MetaBAT2-zymo_fecal.235.fa	6.09	0.11	Neural Network (Specific Model)	11	0.891	322189	345	FLYE-MetaBAT2-zymo_fecal.235	FLYE-MetaBAT2-zymo_fecal.235.fa	23	23	22	18	1	0	322189	322189	317688	288165	27526	0	23	27526	322189	34.61	16480	11807	8	14	0.0	0 + 0 part	FLYE-MetaBAT2-zymo_fecal.235.fa																			
